source,method,metric,kind,n,value,observed_std,ci_low,ci_high,n_draws,combo_id,cohort,cancer,cancer_prefix,norm,model,off_aug,batch,data_type,model_type,title
real,LOGIS,f1_score,observed,20.0,0.6613333333333333,0.1405070184091251,,,5.0,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,observed,94.0,0.7313446673725312,0.026009960694496365,,,5.0,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,20.0,0.635202656387122,,0.627815781754974,0.6425895310192701,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,20.747474747474747,0.6371259292305638,,0.6300026500042137,0.6442492084569138,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,21.494949494949495,0.6389811007648518,,0.632110339644505,0.6458518618851986,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,22.242424242424242,0.6407728285855683,,0.6341330808442716,0.647412576326865,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,22.98989898989899,0.642505308254357,,0.6360806078095661,0.648930008699148,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,23.737373737373737,0.6441823324582288,,0.6379567132266079,0.6504079516898497,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,24.484848484848484,0.6458073409933149,,0.6397752643286233,0.6518394176580066,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,25.232323232323232,0.6473834632296587,,0.6415289630525548,0.6532379634067625,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,25.97979797979798,0.6489135543749001,,0.6432255533847261,0.654601555365074,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,26.727272727272727,0.6504002265924669,,0.6448735110743451,0.6559269421105887,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,27.474747474747474,0.651845875826325,,0.6464696934158427,0.6572220582368073,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,28.22222222222222,0.6532527050243289,,0.648021679538645,0.6584837305100127,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,28.96969696969697,0.6546227443248256,,0.6495207472171483,0.6597247414325029,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,29.717171717171716,0.6559578686713792,,0.650984899941817,0.6609308374009414,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,30.464646464646464,0.6572598132384826,,0.6524104967041188,0.6621091297728464,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,31.21212121212121,0.6585301869874343,,0.6537991464666331,0.6632612275082355,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,31.95959595959596,0.6597704846174963,,0.6551469677443092,0.6643940014906834,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,32.707070707070706,0.6609820971350473,,0.6564661039101671,0.6654980903599275,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,33.45454545454545,0.6621663212284545,,0.6577524754692451,0.666580166987664,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,34.2020202020202,0.6633243676068048,,0.6590072931310117,0.6676414420825979,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,34.94949494949495,0.6644573684368993,,0.660231689061941,0.6686830478118576,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,35.696969696969695,0.6655663839932799,,0.6614320997197563,0.6697006682668036,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,36.44444444444444,0.6666524086189156,,0.6625987670814216,0.6707060501564096,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,37.1919191919192,0.6677163760808469,,0.6637433772793153,0.6716893748823785,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,37.93939393939394,0.6687591643924975,,0.6648614321451113,0.6726568966398837,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,38.68686868686869,0.6697816001659476,,0.6659645106544786,0.6735986896774165,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,39.43434343434343,0.6707844625471466,,0.6670372634070655,0.6745316616872278,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,40.18181818181819,0.6717684867819571,,0.6680965541954726,0.6754404193684416,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,40.92929292929293,0.672734367453387,,0.6691269490558523,0.6763417858509216,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,41.67676767676768,0.6736827614257379,,0.6701344810349694,0.6772310418165064,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,42.42424242424242,0.6746142905271313,,0.6711305243253265,0.6780980567289361,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,43.17171717171718,0.6755295439976408,,0.6721102919845279,0.6789487960107536,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,43.91919191919192,0.6764290807273312,,0.6730689667208787,0.6797891947337837,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,44.66666666666667,0.6773134313054072,,0.6740070791228986,0.6806197834879159,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,45.41414141414141,0.6781830998992859,,0.6749358857233916,0.6814303140751803,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,46.161616161616166,0.6790385659801359,,0.6758397374459186,0.6822373945143532,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,46.90909090909091,0.6798802859101158,,0.6767352192001242,0.6830253526201074,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,47.65656565656566,0.6807086944037337,,0.6776120133354212,0.6838053754720462,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,48.4040404040404,0.6815242058758315,,0.6784759104492055,0.6845725013024575,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,49.151515151515156,0.682327215685973,,0.6793219297183981,0.6853325016535479,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,49.898989898989896,0.6831181012891534,,0.6801558247808366,0.6860803777974702,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,50.64646464646465,0.6838972233007894,,0.6809779562518006,0.6868164903497782,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,51.39393939393939,0.6846649264837197,,0.6817886688939838,0.6875411840734555,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,52.141414141414145,0.6854215406639241,,0.682588292533522,0.6882547887943262,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,52.88888888888889,0.6861673815811287,,0.6833717667277369,0.6889629964345204,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,53.63636363636364,0.6869027516796962,,0.6841501462855182,0.6896553570738742,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,54.38383838383839,0.6876279408446635,,0.6849129687272076,0.6903429129621194,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,55.131313131313135,0.6883432270876995,,0.6856658882471736,0.6910205659282254,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,55.87878787878788,0.6890488771867354,,0.6864091716231812,0.6916885827502895,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,56.62626262626263,0.6897451472831904,,0.6871323226314983,0.6923579719348825,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,57.37373737373738,0.6904322834400034,,0.6878570920652464,0.6930074748147604,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,58.121212121212125,0.6911105221634557,,0.6885675878834709,0.6936534564434405,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,58.86868686868687,0.6917800908917968,,0.6892694137058663,0.6942907680777274,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,59.61616161616162,0.6924412084529479,,0.6899627883616626,0.6949196285442332,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,60.36363636363637,0.6930940854936978,,0.6906479224971626,0.695540248490233,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,61.111111111111114,0.6937389248824388,,0.6913250189799008,0.6961528307849768,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,61.85858585858586,0.6943759220876018,,0.691988897097293,0.6967629470779105,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,62.60606060606061,0.6950052655330978,,0.692645121454889,0.6973654096113067,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,63.35353535353536,0.6956271369328988,,0.6932938737666561,0.6979604000991415,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,64.1010101010101,0.6962417116058361,,0.6939353293516985,0.6985480938599737,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,64.84848484848484,0.6968491587721815,,0.6945750336125176,0.6991232839318453,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,65.5959595959596,0.697449641833316,,0.6951970214033523,0.6997022622632798,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,66.34343434343435,0.6980433186354844,,0.6958175791174926,0.7002690581534762,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
real,LOGIS,f1_score,fitted,67.0909090909091,0.6986303417187116,,0.696426106930437,0.7008345765069862,,fivesubtypes_rna_cvae:COAD:DESeq:offaug_none:CVAE1-100:batch1,fivesubtypes_rna_cvae,COAD,COAD_5-2_filtered,DESeq,CVAE1-100,offaug_none,1,miRNA,CVAE,COAD | DESeq | offaug_none | CVAE1-100
